"","Zona","Provincia","Canton","Distrito","Circuito","Fecha Infraccion","Hora Infraccion","tipo_muert_matriz","Edad","Sexo","Estado Civil","Nacionalidad"
"482","ZONA 1","ESMERALDAS","MUISNE","ATACAMES","CHAMANGA","12/04/2014","21:00","Asesinatos","26","MASCULINO","SOLTERO","ECUADOR"
"483","ZONA 5","GUAYAS","EL_EMPALME","EL EMPALME","EMPALME CENTRO","09/03/2014","21:30","Asesinatos","48","MASCULINO","SOLTERO","ECUADOR"
"484","ZONA 5","GUAYAS","NARANJAL","NARANJAL BALAO","NARANJAL SUR","12/04/2014","21:15","Asesinatos","18","MASCULINO","SOLTERO","ECUADOR"
"485","ZONA 5","GUAYAS","EL_TRIUNFO","EL TRIUNFO BUCAY","EL TRIUNFO ESTE","08/03/2014","19:30","Asesinatos","51","FEMENINO","SOLTERO","ECUADOR"
"486","ZONA 9","PICHINCHA","QUITO","CALDERON","SAN JUAN DE CALDERON","07/02/2014","13:45","Homicidios","28","MASCULINO","SOLTERO","ECUADOR"
"487","ZONA 8","GUAYAS","GUAYAQUIL","CEIBOS","LOS CEIBOS","15/02/2014","23:00","Asesinatos","27","MASCULINO","SOLTERO","ECUADOR"
"488","ZONA 5","LOS_RIOS","SAN_JACINTO_DE_BUENA_FE","BUENA FE","PATRICIA PILAR","14/01/2014","15:00","Asesinatos","39","FEMENINO","DIVORCIADO","ECUADOR"
"489","ZONA 3","COTOPAXI","LA_MANA","LA MANA","LA MANA SUR","21/02/2014","8:00","Homicidios","53","MASCULINO","SOLTERO","ECUADOR"
"490","ZONA 5","GUAYAS","SALITRE","SALITRE","VERNAZA","24/04/2014","22:00","Asesinatos","42","MASCULINO","SOLTERO","ECUADOR"
"491","ZONA 5","LOS_RIOS","VALENCIA","BUENA FE","LA NUEVA UNION","26/01/2014","0:00","Asesinatos","20","MASCULINO","SOLTERO","ECUADOR"
"492","ZONA 5","LOS_RIOS","BABAHOYO","BABAHOYO","MATA DE CACAO","07/03/2014","8:22","Asesinatos","57","MASCULINO","SOLTERO","ECUADOR"
"493","ZONA 9","PICHINCHA","QUITO","LA DELICIA","PONCIANO","07/02/2014","0:30","Homicidios","26","MASCULINO","SOLTERO","ECUADOR"
"494","ZONA 5","LOS_RIOS","PALENQUE","VINCES","PALENQUE","02/02/2014","5:15","Asesinatos","39","MASCULINO","SOLTERO","ECUADOR"
"495","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO OESTE","EL PROLETARIADO","29/03/2014","2:15","Homicidios","56","MASCULINO","SOLTERO","ECUADOR"
"496","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","FRONTERA","19/01/2014","22:45","Asesinatos","40","MASCULINO","CASADO","ECUADOR"
"497","ZONA 5","GUAYAS","BALZAR","BALZAR","BALZAR CENTRO","02/03/2014","20:30","Homicidios","37","MASCULINO","CASADO","ECUADOR"
"498","ZONA 9","PICHINCHA","QUITO","ELOY ALFARO","MAGDALENA","25/02/2014","13:40","Homicidios","42","MASCULINO","SOLTERO","ECUADOR"
"499","ZONA 5","GUAYAS","PEDRO_CARBO","PEDRO CARBO","PEDRO CARBO","20/03/2014","23:45","Asesinatos","28","MASCULINO","SOLTERO","ECUADOR"
"500","ZONA 5","LOS_RIOS","BABAHOYO","BABAHOYO","MATA DE CACAO","02/03/2014","18:00","Homicidios","36","MASCULINO","SOLTERO","ECUADOR"
"501","ZONA 9","PICHINCHA","QUITO","CALDERON","CALDERON","09/04/2014","20:30","Asesinatos","35","MASCULINO","SOLTERO","COLOMBIA"
"502","ZONA 5","LOS_RIOS","VINCES","VINCES","VINCES SUR","12/04/2014","23:50","Asesinatos","54","MASCULINO","SOLTERO","ECUADOR"
"503","ZONA 6","CANAR","LA_TRONCAL","LA TRONCAL","TRONCAL NORTE","15/02/2014","3:20","Homicidios","37","MASCULINO","DIVORCIADO","ECUADOR"
"504","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","FRONTERA","19/01/2014","22:45","Asesinatos","49","MASCULINO","CASADO","ECUADOR"
"505","ZONA 1","ESMERALDAS","MUISNE","ATACAMES","GALERAS","14/01/2014","3:00","Asesinatos","41","FEMENINO","SOLTERO","ECUADOR"
"506","ZONA 4","MANABI","MANTA","MANTA","LA PRADERA","28/01/2014","18:10","Asesinatos","38","FEMENINO","CASADO","ECUADOR"
"507","ZONA 5","LOS_RIOS","SAN_JACINTO_DE_BUENA_FE","BUENA FE","PATRICIA PILAR","23/02/2014","21:30","Asesinatos","32","MASCULINO","SOLTERO","ECUADOR"
"508","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","FRONTERA","15/01/2014","21:00","Asesinatos","33","MASCULINO","SOLTERO","ECUADOR"
"509","ZONA 7","EL_ORO","MACHALA","MACHALA","9 DE MAYO","15/02/2014","9:00","Homicidios","45","MASCULINO","SOLTERO","ECUADOR"
"510","ZONA 7","LOJA","LOJA","LOJA","CHONTACRUZ","24/04/2014","18:30","Asesinatos","54","MASCULINO","CASADO","ECUADOR"
"511","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO ESTE","CENTRO","18/04/2014","21:00","Homicidios","27","MASCULINO","SOLTERO","ECUADOR"
"512","ZONA 5","GUAYAS","SAN_JACINTO_DE_YAGUACHI","YAGUACHI","VIRGEN DE FATIMA","11/03/2014","5:00","Homicidios","37","MASCULINO","SOLTERO","ECUADOR"
"513","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","FRONTERA","19/01/2014","22:45","Asesinatos","47","MASCULINO","CASADO","ECUADOR"
"514","ZONA 3","COTOPAXI","SIGCHOS","SIGCHOS","SIGCHOS","14/02/2014","2:00","Asesinatos","29","MASCULINO","SOLTERO","ECUADOR"
"515","ZONA 9","PICHINCHA","QUITO","ELOY ALFARO","MENA","28/02/2014","19:00","Homicidios","45","MASCULINO","CASADO","ECUADOR"
"516","ZONA 5","LOS_RIOS","VENTANAS","VENTANAS","VENTANAS NORTE","12/03/2014","21:00","Homicidios","41","MASCULINO","SOLTERO","ECUADOR"
"517","ZONA 5","GUAYAS","DAULE","DAULE","JUAN BAUTISTA AGUIRRE","04/04/2014","9:00","Asesinatos","44","MASCULINO","SOLTERO","ECUADOR"
"518","ZONA 5","GUAYAS","DAULE","DAULE","JUAN BAUTISTA AGUIRRE","04/04/2014","9:00","Asesinatos","19","MASCULINO","SOLTERO","ECUADOR"
"519","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO OESTE","PLAN DE VIVIENDA","21/01/2014","23:15","Homicidios","36","MASCULINO","SOLTERO","ECUADOR"
"520","ZONA 1","CARCHI","TULCAN","TULCAN","KENNEDY","30/01/2014","9:00","Homicidios","62","FEMENINO","CASADO","ECUADOR"
"521","ZONA 5","GUAYAS","NARANJAL","NARANJAL BALAO","JAIME ROLDOS","14/02/2014","18:00","Asesinatos","26","MASCULINO","SOLTERO","ECUADOR"
"522","ZONA 8","GUAYAS","GUAYAQUIL","ESTEROS","TRINITARIA SUR","17/02/2014","11:00","Asesinatos","34","MASCULINO","SOLTERO","ECUADOR"
"523","ZONA 5","LOS_RIOS","BABA","BABAHOYO","BABA","22/03/2014","17:00","Asesinatos","33","MASCULINO","SOLTERO","ECUADOR"
"524","ZONA 9","PICHINCHA","QUITO","EUGENIO ESPEJO","IÑAQUITO","26/03/2014","17:45","Homicidios","42","MASCULINO","CASADO","ECUADOR"
"525","ZONA 7","EL_ORO","EL_GUABO","PASAJE","BARBONES","22/03/2014","9:30","Asesinatos","28","MASCULINO","SOLTERO","ECUADOR"
"526","ZONA 4","MANABI","SANTA_ANA","24 DE MAYO","SANTA ANA","01/08/2014","9:40","Asesinatos","19","MASCULINO","SOLTERO","ECUADOR"
"527","ZONA 5","LOS_RIOS","VINCES","VINCES","VINCES SUR","01/08/2014","20:30","Asesinatos","34","MASCULINO","CASADO","ECUADOR"
"528","ZONA 1","IMBABURA","OTAVALO","VALLE DEL AMANECER","EL JORDAN","02/08/2014","2:30","Homicidios","18","MASCULINO","SOLTERO","ECUADOR"
"529","ZONA 9","PICHINCHA","QUITO","EUGENIO ESPEJO","KENNEDY","22/03/2014","20:30","Homicidios","54","FEMENINO","CASADO","ECUADOR"
"530","ZONA 9","PICHINCHA","QUITO","ELOY ALFARO","MAGDALENA","20/04/2014","1:40","Homicidios","18","MASCULINO","SOLTERO","ECUADOR"
"531","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","SANTA MARTHA","03/08/2014","22:00","Asesinatos","27","MASCULINO","SOLTERO","ECUADOR"
"532","ZONA 2","PICHINCHA","CAYAMBE","CAYAMBE","CAYAMBE SUR","03/08/2014","3:32","Asesinatos","19","MASCULINO","SOLTERO","ECUADOR"
"533","ZONA 9","PICHINCHA","QUITO","TUMBACO","PIFO","28/02/2014","6:25","Homicidios","42","MASCULINO","CASADO","ECUADOR"
"534","ZONA 9","PICHINCHA","QUITO","LA DELICIA","SAN ANTONIO BAJO","01/05/2014","22:15","Homicidios","20","MASCULINO","UNION LIBRE","ECUADOR"
"535","ZONA 9","PICHINCHA","QUITO","CALDERON","CALDERON","09/04/2014","20:30","Asesinatos","44","MASCULINO","SOLTERO","ECUADOR"
"536","ZONA 6","AZUAY","CUENCA","CUENCA NORTE","HERMANO MIGUEL","03/08/2014","15:30","Homicidios","41","MASCULINO","CASADO","ECUADOR"
"537","ZONA 5","GUAYAS","EL_TRIUNFO","EL TRIUNFO BUCAY","EL TRIUNFO ESTE","03/08/2014","16:00","Asesinatos","73","MASCULINO","CASADO","ECUADOR"
"538","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO ESTE","CRISTO VIVE","07/01/2014","20:00","Asesinatos","23","MASCULINO","SOLTERO","ECUADOR"
"539","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","FRONTERA","27/01/2014","3:00","Asesinatos","31","MASCULINO","SOLTERO","ECUADOR"
"540","ZONA 5","LOS_RIOS","PUEBLO_VIEJO","PUEBLOVIEJO","PUEBLO VIEJO","01/02/2014","13:30","Asesinatos","67","MASCULINO","SOLTERO","ECUADOR"
"541","ZONA 7","LOJA","MACARA","MACARA","MACARA","07/04/2014","9:30","Asesinatos","27","MASCULINO","SOLTERO","ECUADOR"
"542","ZONA 5","LOS_RIOS","VALENCIA","BUENA FE","VALENCIA","12/04/2014","20:00","Asesinatos","49","MASCULINO","SOLTERO","ECUADOR"
"543","ZONA 7","EL_ORO","ARENILLAS","HUAQUILLAS","GUABILLO","13/01/2014","10:00","Homicidios","68","FEMENINO","CASADO","ECUADOR"
"544","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","LA_CONCORDIA","LA CONCORDIA","CONCORDIA NORTE","30/03/2014","3:00","Homicidios","32","MASCULINO","SOLTERO","ECUADOR"
"545","ZONA 5","GUAYAS","MILAGRO","MILAGRO","APOLO","01/01/2014","5:10","Asesinatos","36","MASCULINO","SOLTERO","ECUADOR"
"546","ZONA 8","GUAYAS","GUAYAQUIL","9 DE OCTUBRE","VENEZUELA","19/02/2014","17:40","Homicidios","60","MASCULINO","SOLTERO","ECUADOR"
"547","ZONA 2","ORELLANA","PUERTO_FRANCISCO_DE_ORELLANA","ORELLANA LORETO","COCA OCCIDENTE","21/04/2014","21:00","Homicidios","42","MASCULINO","CASADO","COLOMBIA"
"548","ZONA 1","ESMERALDAS","QUININDE","QUININDE","CUBE","07/04/2014","21:00","Asesinatos","45","MASCULINO","SOLTERO","ECUADOR"
"549","ZONA 5","GUAYAS","MILAGRO","MILAGRO","SAN MIGUEL","09/04/2014","13:30","Asesinatos","55","MASCULINO","CASADO","ECUADOR"
"550","ZONA 7","LOJA","LOJA","LOJA","CLODOVEO JARAMILLO","17/03/2014","17:00","Asesinatos","45","MASCULINO","DIVORCIADO","ECUADOR"
"551","ZONA 5","LOS_RIOS","VINCES","VINCES","SANTA MARTHA","19/04/2014","22:00","Asesinatos","24","MASCULINO","SOLTERO","ECUADOR"
"552","ZONA 7","EL_ORO","MACHALA","MACHALA","PUERTO BOLIVAR","14/03/2014","6:00","Asesinatos","37","MASCULINO","SOLTERO","ECUADOR"
"553","ZONA 8","GUAYAS","DURAN","DURAN","RECREO","21/02/2014","23:30","Asesinatos","24","MASCULINO","SOLTERO","ECUADOR"
"554","ZONA 7","LOJA","LOJA","LOJA","MALACATOS","09/03/2014","13:00","Asesinatos","62","MASCULINO","CASADO","ECUADOR"
"555","ZONA 5","LOS_RIOS","VINCES","VINCES","SANTA MARTHA","20/04/2014","2:30","Asesinatos","57","MASCULINO","SOLTERO","ECUADOR"
"556","ZONA 1","ESMERALDAS","SAN_LORENZO","SAN LORENZO","FRONTERA","08/01/2014","","Asesinatos","29","MASCULINO","SOLTERO","ECUADOR"
"557","ZONA 8","GUAYAS","GUAYAQUIL","PASCUALES","MONTE BELLO","22/02/2014","7:15","Asesinatos","15","MASCULINO","SOLTERO","ECUADOR"
"558","ZONA 7","EL_ORO","SANTA_ROSA","SANTA ROSA","TORATA","19/04/2014","2:00","Homicidios","14","MASCULINO","SOLTERO","ECUADOR"
"559","ZONA 5","LOS_RIOS","VENTANAS","VENTANAS","VENTANAS SUR","16/02/2014","22:40","Asesinatos","17","MASCULINO","SOLTERO","ECUADOR"
"560","ZONA 5","GUAYAS","PEDRO_CARBO","PEDRO CARBO","PEDRO CARBO","20/03/2014","19:30","Asesinatos","29","MASCULINO","SOLTERO","ECUADOR"
"561","ZONA 7","EL_ORO","HUAQUILLAS","HUAQUILLAS","HUALTACO","19/01/2014","13:30","Asesinatos","30","MASCULINO","NO DETERMINADO","ECUADOR"
"562","ZONA 5","LOS_RIOS","SAN_JACINTO_DE_BUENA_FE","BUENA FE","BUENA FE OESTE","21/03/2014","16:00","Asesinatos","75","MASCULINO","CASADO","ECUADOR"
"563","ZONA 1","ESMERALDAS","ELOY_ALFARO","ELOY ALFARO","BORBON","04/05/2014","17:00","Asesinatos","31","MASCULINO","SOLTERO","ECUADOR"
"564","ZONA 5","GUAYAS","EL_EMPALME","EL EMPALME","EMPALME CENTRO","26/02/2014","9:00","Homicidios","53","MASCULINO","SOLTERO","ECUADOR"
"565","ZONA 8","GUAYAS","GUAYAQUIL","PORTETE","SUBURBIO","24/02/2014","2:00","Asesinatos","21","MASCULINO","SOLTERO","ECUADOR"
"566","ZONA 5","LOS_RIOS","URDANETA","PUEBLOVIEJO","RICAURTE","15/04/2014","9:15","Asesinatos","33","MASCULINO","SOLTERO","ECUADOR"
"567","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","GALO PLAZA","01/01/2014","9:30","Asesinatos","66","MASCULINO","CASADO","ECUADOR"
"568","ZONA 1","IMBABURA","COTACACHI","TIERRA DEL SOL","GARCIA MORENO","24/02/2014","0:00","Homicidios","37","MASCULINO","SOLTERO","ECUADOR"
"569","ZONA 8","GUAYAS","SAMBORONDON","SAMBORONDON","SAMBORONDON","27/01/2014","16:30","Asesinatos","31","MASCULINO","SOLTERO","ECUADOR"
"570","ZONA 5","GUAYAS","SALITRE","SALITRE","SALITRE NORTE","23/02/2014","20:10","Asesinatos","25","MASCULINO","SOLTERO","ECUADOR"
"571","ZONA 8","GUAYAS","GUAYAQUIL","ESTEROS","MALVINAS NORTE","14/02/2014","22:30","Asesinatos","23","MASCULINO","SOLTERO","ECUADOR"
"572","ZONA 8","GUAYAS","GUAYAQUIL","FLORIDA","MARTHA DE ROLDOS","17/01/2014","2:50","Asesinatos","20","MASCULINO","SOLTERO","ECUADOR"
"573","ZONA 4","MANABI","SANTA_ANA","24 DE MAYO","SANTA ANA","09/02/2014","4:00","Homicidios","34","MASCULINO","SOLTERO","ECUADOR"
"574","ZONA 8","GUAYAS","GUAYAQUIL","PORTETE","SALINAS","03/02/2014","20:30","Sicariatos","36","MASCULINO","CASADO","ECUADOR"
"575","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","AIRE LIBRE","05/03/2014","0:40","Asesinatos","16","MASCULINO","SOLTERO","ECUADOR"
"576","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","GALO PLAZA","20/01/2014","22:30","Asesinatos","35","MASCULINO","SOLTERO","ECUADOR"
"577","ZONA 8","GUAYAS","GUAYAQUIL","PASCUALES","BASTION POPULAR NORTE","17/01/2014","20:00","Asesinatos","26","MASCULINO","SOLTERO","ECUADOR"
"578","ZONA 8","GUAYAS","GUAYAQUIL","PORTETE","CISNE","31/01/2014","11:00","Asesinatos","36","MASCULINO","DIVORCIADO","ECUADOR"
"579","ZONA 7","EL_ORO","PASAJE","PASAJE","LAS PRADERAS","20/04/2014","3:15","Homicidios","66","MASCULINO","CASADO","ECUADOR"
"580","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","GALO PLAZA","21/01/2014","22:30","Asesinatos","17","MASCULINO","SOLTERO","ECUADOR"
"581","ZONA 8","GUAYAS","GUAYAQUIL","PROGRESO","PROGRESO","14/02/2014","20:00","Asesinatos","22","MASCULINO","SOLTERO","ECUADOR"
"582","ZONA 5","GUAYAS","COLIMES","BALZAR","COLIMES","19/04/2014","10:00","Asesinatos","30","MASCULINO","SOLTERO","ECUADOR"
"583","ZONA 8","GUAYAS","GUAYAQUIL","NUEVA PROSPERINA","NUEVA PROSPERINA","02/03/2014","7:55","Asesinatos","30","MASCULINO","SOLTERO","ECUADOR"
"584","ZONA 4","MANABI","MANTA","MANTA","MARIA AUXILIADORA","31/03/2014","18:00","Asesinatos","58","MASCULINO","SOLTERO","ECUADOR"
"585","ZONA 8","GUAYAS","GUAYAQUIL","ESTEROS","TRINITARIA SUR","24/01/2014","4:00","Asesinatos","35","MASCULINO","SOLTERO","ECUADOR"
"586","ZONA 8","GUAYAS","GUAYAQUIL","PORTETE","SALINAS","02/02/2014","20:30","Sicariatos","32","MASCULINO","UNION LIBRE","ECUADOR"
"587","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","SANTA MARTHA","05/05/2014","5:00","Asesinatos","79","MASCULINO","CASADO","ECUADOR"
"588","ZONA 8","GUAYAS","GUAYAQUIL","SUR","FLORESTA","04/01/2014","21:00","Homicidios","40","MASCULINO","SOLTERO","ECUADOR"
"589","ZONA 9","PICHINCHA","QUITO","EUGENIO ESPEJO","COCHAPAMBA","04/08/2014","13:45","Homicidios","24","MASCULINO","SOLTERO","ECUADOR"
"590","ZONA 8","GUAYAS","GUAYAQUIL","PORTETE","CISNE","01/02/2014","4:45","Homicidios","40","MASCULINO","SOLTERO","ECUADOR"
"591","ZONA 8","GUAYAS","GUAYAQUIL","SUR","GUASMO","05/02/2014","20:30","Asesinatos","29","MASCULINO","SOLTERO","ECUADOR"
"592","ZONA 8","GUAYAS","GUAYAQUIL","PORTETE","SALINAS","01/02/2014","18:10","Asesinatos","20","MASCULINO","SOLTERO","ECUADOR"
"593","ZONA 8","GUAYAS","GUAYAQUIL","ESTEROS","TRINITARIA NORTE","02/02/2014","22:00","Asesinatos","23","MASCULINO","SOLTERO","ECUADOR"
"594","ZONA 1","SUCUMBIOS","LAGO_AGRIO","LAGO AGRIO","SANTA CECILIA","04/08/2014","19:30","Asesinatos","40","MASCULINO","NO DETERMINADO","COLOMBIA"
"595","ZONA 8","GUAYAS","DURAN","DURAN","RECREO","04/08/2014","20:50","Asesinatos","33","MASCULINO","SOLTERO","ECUADOR"
"596","ZONA 1","IMBABURA","COTACACHI","TIERRA DEL SOL","IMANTAG","13/04/2014","7:30","Asesinatos","33","MASCULINO","NO DETERMINADO","COLOMBIA"
"597","ZONA 8","GUAYAS","GUAYAQUIL","FLORIDA","FLORIDA","25/01/2014","20:30","Asesinatos","17","MASCULINO","SOLTERO","ECUADOR"
"598","ZONA 8","GUAYAS","GUAYAQUIL","SUR","FLORESTA","02/01/2014","23:30","Asesinatos","16","MASCULINO","SOLTERO","ECUADOR"
"599","ZONA 8","GUAYAS","GUAYAQUIL","ESTEROS","TRINITARIA NORTE","11/01/2014","3:00","Asesinatos","19","MASCULINO","SOLTERO","ECUADOR"
"600","ZONA 4","MANABI","FLAVIO_ALFARO","CHONE","SAN FRANCISCO DE NOVILLO","18/04/2014","14:00","Asesinatos","35","MASCULINO","SOLTERO","ECUADOR"
"601","ZONA 2","ORELLANA","LA_JOYA_DE_LOS_SACHAS","LA JOYA DE LOS SACHAS","SACHAS","03/01/2014","4:00","Homicidios","58","MASCULINO","DIVORCIADO","ECUADOR"
"602","ZONA 5","LOS_RIOS","MOCACHE","QUEVEDO","ALEJO LASCANO","22/03/2014","16:00","Femicidios","35","FEMENINO","SOLTERO","ECUADOR"
"603","ZONA 8","GUAYAS","GUAYAQUIL","PORTETE","CHALA","07/02/2014","","Asesinatos","42","MASCULINO","CASADO","ECUADOR"
"604","ZONA 8","GUAYAS","GUAYAQUIL","9 DE OCTUBRE","ANTEPARA","25/01/2014","13:00","Asesinatos","39","MASCULINO","SOLTERO","ECUADOR"
"605","ZONA 1","IMBABURA","IBARRA","CIUDAD BLANCA","AMAZONAS","01/03/2014","16:30","Homicidios","25","FEMENINO","SOLTERO","ECUADOR"
"606","ZONA 8","GUAYAS","GUAYAQUIL","SUR","FLORESTA","07/02/2014","22:30","Asesinatos","19","MASCULINO","SOLTERO","ECUADOR"
"607","ZONA 5","SANTA_ELENA","LA_LIBERTAD","LIBERTAD SALINAS","VIRGEN DEL CARMEN","19/03/2014","20:30","Asesinatos","24","MASCULINO","SOLTERO","ECUADOR"
"608","ZONA 1","ESMERALDAS","MUISNE","ATACAMES","CHAMANGA","09/03/2014","12:00","Asesinatos","43","MASCULINO","CASADO","ECUADOR"
"609","ZONA 8","GUAYAS","GUAYAQUIL","PROGRESO","PROGRESO","07/01/2014","21:00","Asesinatos","48","MASCULINO","SOLTERO","ECUADOR"
"610","ZONA 5","BOLIVAR","GUARANDA","GUARANDA","SIMIATUG","19/07/2014","10:00","Homicidios","16","MASCULINO","SOLTERO","ECUADOR"
"611","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","CENTRO","12/03/2014","1:00","Asesinatos","42","MASCULINO","CASADO","ECUADOR"
"612","ZONA 7","EL_ORO","HUAQUILLAS","HUAQUILLAS","UNION LOJANA","05/05/2014","22:15","Asesinatos","23","MASCULINO","SOLTERO","ECUADOR"
"613","ZONA 8","GUAYAS","DURAN","DURAN","ARBOLITO","17/01/2014","2:30","Asesinatos","21","MASCULINO","SOLTERO","ECUADOR"
"614","ZONA 1","ESMERALDAS","ESMERALDAS","ESMERALDAS","SANTA MARTHA","08/03/2014","20:00","Asesinatos","59","MASCULINO","SOLTERO","ECUADOR"
"615","ZONA 4","MANABI","PEDERNALES","PEDERNALES","PEDERNALES SUR","17/05/2014","18:31","Asesinatos","29","MASCULINO","SOLTERO","ECUADOR"
"616","ZONA 8","GUAYAS","GUAYAQUIL","NUEVA PROSPERINA","FORTIN","12/01/2014","6:30","Asesinatos","28","MASCULINO","SOLTERO","ECUADOR"
"617","ZONA 7","EL_ORO","MACHALA","MACHALA","CRISTO DEL CONSUELO","28/04/2014","21:30","Asesinatos","","MASCULINO","SOLTERO","PERU"
"618","ZONA 8","GUAYAS","GUAYAQUIL","9 DE OCTUBRE","VENEZUELA","26/01/2014","8:00","Asesinatos","40","MASCULINO","SOLTERO","ECUADOR"
"619","ZONA 1","ESMERALDAS","RIO_VERDE","RIO VERDE","MONTALVO","27/04/2014","12:20","Asesinatos","36","MASCULINO","SOLTERO","ECUADOR"
"620","ZONA 5","GUAYAS","MILAGRO","MILAGRO","SAN MIGUEL","07/04/2014","13:30","Sicariatos","34","MASCULINO","UNION LIBRE","ECUADOR"
"621","ZONA 5","LOS_RIOS","MOCACHE","QUEVEDO","MOCACHE","02/02/2014","22:00","Asesinatos","31","MASCULINO","SOLTERO","ECUADOR"
"622","ZONA 7","EL_ORO","MACHALA","MACHALA","CRISTO DEL CONSUELO","28/04/2014","21:30","Asesinatos","27","MASCULINO","SOLTERO","ECUADOR"
"623","ZONA 8","GUAYAS","GUAYAQUIL","SUR","FLORESTA","02/01/2014","11:30","Asesinatos","14","MASCULINO","SOLTERO","ECUADOR"
"624","ZONA 4","MANABI","JARAMIJO","MANTA","JARAMIJO","08/02/2014","22:00","Asesinatos","42","MASCULINO","DIVORCIADO","ECUADOR"
"625","ZONA 7","EL_ORO","PASAJE","PASAJE","VELASCO IBARRA","16/01/2014","23:30","Asesinatos","42","MASCULINO","DIVORCIADO","ECUADOR"
"626","ZONA 8","GUAYAS","GUAYAQUIL","9 DE OCTUBRE","CRISTO DEL CONSUELO","08/01/2014","6:00","Asesinatos","39","MASCULINO","SOLTERO","ECUADOR"
"627","ZONA 8","GUAYAS","GUAYAQUIL","PORTETE","PORTETE","04/01/2014","0:30","Asesinatos","20","MASCULINO","SOLTERO","ECUADOR"
"628","ZONA 8","GUAYAS","GUAYAQUIL","SUR","FLORESTA","12/01/2014","","Asesinatos","35","MASCULINO","SOLTERO","ECUADOR"
"629","ZONA 8","GUAYAS","GUAYAQUIL","NUEVA PROSPERINA","MONTE SINAI","03/03/2014","1:10","Asesinatos","35","MASCULINO","SOLTERO","ECUADOR"
"630","ZONA 5","LOS_RIOS","BABA","BABAHOYO","BABA","18/01/2014","7:15","Asesinatos","53","MASCULINO","SOLTERO","ECUADOR"
"631","ZONA 8","GUAYAS","DURAN","DURAN","RECREO","11/02/2014","","Asesinatos","42","FEMENINO","SOLTERO","ECUADOR"
"632","ZONA 8","GUAYAS","GUAYAQUIL","PASCUALES","PASCUALES","29/01/2014","20:45","Asesinatos","18","MASCULINO","SOLTERO","ECUADOR"
"633","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO ESTE","CRISTO VIVE","06/03/2014","3:30","Asesinatos","28","MASCULINO","SOLTERO","ECUADOR"
"634","ZONA 1","ESMERALDAS","QUININDE","QUININDE","QUININDE","02/03/2014","9:00","Homicidios","38","MASCULINO","CASADO","ECUADOR"
"635","ZONA 7","EL_ORO","MACHALA","MACHALA","CRISTO DEL CONSUELO","28/04/2014","21:30","Asesinatos","29","MASCULINO","SOLTERO","ECUADOR"
"636","ZONA 8","GUAYAS","GUAYAQUIL","PORTETE","CHALA","19/01/2014","5:30","Asesinatos","35","MASCULINO","SOLTERO","ECUADOR"
"637","ZONA 5","LOS_RIOS","QUEVEDO","QUEVEDO","7 DE OCTUBRE","17/03/2014","20:30","Asesinatos","55","MASCULINO","SOLTERO","ECUADOR"
"638","ZONA 1","IMBABURA","COTACACHI","TIERRA DEL SOL","COTACACHI","22/02/2014","9:30","Homicidios","84","MASCULINO","CASADO","ECUADOR"
"639","ZONA 2","ORELLANA","LA_JOYA_DE_LOS_SACHAS","LA JOYA DE LOS SACHAS","SACHAS","14/01/2014","21:00","Homicidios","28","FEMENINO","SOLTERO","ECUADOR"
"640","ZONA 8","GUAYAS","GUAYAQUIL","PASCUALES","BASTION POPULAR NORTE","13/01/2014","22:30","Sicariatos","27","MASCULINO","SOLTERO","ECUADOR"
"641","ZONA 8","GUAYAS","GUAYAQUIL","MODELO","SAUCES","03/03/2014","22:30","Homicidios","32","MASCULINO","SOLTERO","ECUADOR"
"642","ZONA 4","SANTO_DOMINGO_DE_LOS_TSACHILAS","SANTO_DOMINGO","SANTO DOMINGO ESTE","ALLURIQUIN","23/03/2014","5:30","Asesinatos","30","MASCULINO","SOLTERO","ECUADOR"
"643","ZONA 1","ESMERALDAS","QUININDE","QUININDE","CUBE","30/01/2014","11:00","Asesinatos","50","MASCULINO","SOLTERO","ECUADOR"
